id,masterCategory,gender,baseColour
48577,Accessories,Men,Steel
23846,Footwear,Men,White
9650,Apparel,Men,Purple
54128,Footwear,Women,Silver
18207,Accessories,Men,Red
35923,Accessories,Women,Brown
26508,Apparel,Men,Brown
8782,Apparel,Men,Purple
22994,Apparel,Men,Charcoal
28492,Apparel,Men,Blue
50588,Apparel,Men,Blue
54914,Apparel,Women,Cream
6618,Apparel,Men,Purple
42871,Accessories,Women,Red
15518,Footwear,Men,Grey
59637,Apparel,Women,Maroon
45268,Accessories,Men,Orange
10856,Apparel,Men,Black
4973,Apparel,Men,Yellow
38600,Apparel,Men,Yellow
25977,Personal Care,Women,Orange
4389,Apparel,Men,Black
58523,Accessories,Unisex,Yellow
45892,Accessories,Men,Silver
39514,Accessories,Unisex,Black
52825,Accessories,Women,Green
44940,Footwear,Men,Brown
24099,Footwear,Men,Black
13429,Apparel,Men,Maroon
43359,Footwear,Men,Grey
9496,Accessories,Unisex,Green
49663,Accessories,Men,Black
19113,Apparel,Men,White
28654,Accessories,Unisex,Grey
17089,Accessories,Women,Blue
2842,Apparel,Men,Grey
3990,Apparel,Men,Blue
29786,Apparel,Men,Green
48583,Accessories,Men,Steel
30499,Apparel,Women,Beige
19321,Apparel,Men,Grey
8776,Apparel,Men,Green
43957,Footwear,Women,Grey
34039,Apparel,Boys,Red
55832,Apparel,Women,Purple
46419,Accessories,Men,Brown
16369,Apparel,Men,Grey
42885,Accessories,Women,Copper
11970,Apparel,Men,Grey
5069,Accessories,Women,Purple
39726,Apparel,Women,White
25379,Apparel,Men,Black
4987,Apparel,Women,White
5855,Accessories,Women,White
57759,Personal Care,Women,White
19745,Apparel,Men,Red
26198,Personal Care,Men,Blue
46841,Footwear,Girls,Pink
8312,Accessories,Men,Black
49035,Accessories,Women,Silver
2628,Footwear,Women,Gold
47993,Accessories,Women,White
18697,Apparel,Men,Blue
31913,Accessories,Women,Pink
22538,Apparel,Women,Grey
49809,Footwear,Women,White
28002,Apparel,Men,Grey
27876,Apparel,Women,White
6288,Footwear,Unisex,Red
58375,Apparel,Men,Blue
1891,Apparel,Men,White
38290,Apparel,Girls,Turquoise Blue
14866,Accessories,Men,Green
41258,Accessories,Men,Black
39342,Footwear,Men,Black
58147,Accessories,Men,White
40984,Apparel,Boys,White
57933,Apparel,Men,Grey Melange
44518,Footwear,Men,Black
36138,Footwear,Men,White
59095,Apparel,Women,Skin
20861,Accessories,Women,Grey
36904,Accessories,Men,Black
39170,Apparel,Women,Black
32598,Apparel,Women,Orange
8120,Accessories,Men,Black
7954,Apparel,Men,Blue
19577,Apparel,Women,Olive
27278,Apparel,Women,Brown
6886,Apparel,Women,Black
7168,Apparel,Men,Blue
13871,Apparel,Men,Beige
28230,Personal Care,Men,Black
15527,Apparel,Men,White
59608,Apparel,Women,Magenta
21712,Accessories,Men,Black
4170,Footwear,Women,Yellow
45257,Accessories,Men,White
44385,Personal Care,Women,White
10869,Apparel,Men,White
37677,Accessories,Unisex,Brown
53332,Apparel,Men,Multi
32305,Accessories,Women,Red
56640,Apparel,Women,Blue
24260,Footwear,Men,White
57792,Personal Care,Women,Nude
2287,Apparel,Men,White
48548,Accessories,Women,Maroon
54117,Footwear,Women,Brown
18238,Apparel,Men,White
26537,Footwear,Men,Blue
12702,Footwear,Women,White
42072,Accessories,Unisex,Black
3355,Apparel,Men,Black
31580,Apparel,Men,Navy Blue
17270,Apparel,Men,Black
23045,Apparel,Women,Black
6627,Footwear,Men,Black
35120,Accessories,Women,Bronze
22197,Footwear,Men,Brown
51465,Apparel,Women,Teal
54325,Apparel,Women,White
43392,Accessories,Men,Brown
42240,Apparel,Women,Purple
3167,Footwear,Women,White
26705,Footwear,Women,Black
12530,Apparel,Women,Blue
18836,Accessories,Men,Black
6415,Footwear,Unisex,Blue
47732,Accessories,Women,Brown
2889,Footwear,Women,Brown
17042,Footwear,Men,Grey
23277,Accessories,Men,Blue
51657,Accessories,Men,Blue
16190,Apparel,Men,Navy Blue
35312,Accessories,Women,Silver
4342,Footwear,Men,Black
15715,Footwear,Women,Purple
21520,Accessories,Women,Black
53100,Accessories,Women,Silver
5290,Footwear,Men,Black
56472,Personal Care,Women,Blue
25180,Accessories,Women,Brown
45859,Apparel,Women,Multi
40517,Accessories,Men,Cream
24052,Apparel,Men,Blue
10267,Footwear,Men,Black
42624,Accessories,Women,Gold
3503,Footwear,Men,Navy Blue
26361,Apparel,Women,Blue
12154,Apparel,Women,Black
54741,Footwear,Unisex,Grey
13086,Footwear,Unisex,Gold
9039,Footwear,Men,Black
30204,Accessories,Unisex,Black
46284,Apparel,Women,Black
12968,Footwear,Men,White
6071,Apparel,Women,Pink
47356,Accessories,Women,Brown
9805,Apparel,Men,Black
17426,Accessories,Men,White
23613,Personal Care,Women,Blue
20096,Apparel,Women,White
53564,Accessories,Men,White
4726,Apparel,Boys,White
45401,Footwear,Women,Grey
39987,Footwear,Men,Blue
15371,Apparel,Women,Purple
21144,Apparel,Women,White
40173,Accessories,Men,Black
33481,Accessories,Women,Purple
10603,Accessories,Unisex,Grey
56016,Personal Care,Women,Orange
32553,Footwear,Men,Brown
59862,Personal Care,Women,Black
21978,Accessories,Women,Olive
14091,Apparel,Women,Peach
53756,Accessories,Unisex,Black
52684,Accessories,Men,Silver
21376,Apparel,Men,Green
4514,Footwear,Men,White
45633,Apparel,Men,Navy Blue
24604,Apparel,Women,Brown
10431,Apparel,Men,Grey
56224,Apparel,Men,Grey
26153,Apparel,Men,Black
42416,Apparel,Women,Pink
29927,Accessories,Men,Grey
3731,Apparel,Men,Yellow
30036,Accessories,Women,White
54573,Apparel,Women,Coffee Brown
27081,Footwear,Women,Gold
7391,Footwear,Men,Black
51001,Apparel,Women,Skin
17614,Apparel,Boys,Black
48910,Accessories,Women,Silver
34496,Apparel,Women,Blue
6243,Apparel,Men,Green
47164,Accessories,Men,Brown
49238,Accessories,Men,Black
31322,Apparel,Women,Blue
19548,Apparel,Men,Purple
13072,Footwear,Men,Black
43702,Apparel,Women,Black
22735,Footwear,Women,Grey
8923,Accessories,Men,White
46270,Apparel,Women,Purple
7157,Apparel,Women,Black
35782,Footwear,Women,Pink
6085,Apparel,Women,White
34650,Footwear,Women,Black
50315,Accessories,Men,Red
20062,Accessories,Women,Purple
58178,Accessories,Women,Grey
53590,Accessories,Women,White
5600,Footwear,Men,Blue
15385,Footwear,Men,Blue
52442,Apparel,Women,Red
39973,Footwear,Men,Brown
41869,Footwear,Men,Yellow
40187,Apparel,Women,Blue
33475,Accessories,Women,Brown
58944,Personal Care,Women,Orange
57130,Apparel,Women,White
11725,Apparel,Men,Orange
59896,Apparel,Women,Multi
44715,Footwear,Men,Blue
5432,Apparel,Men,Blue
20250,Apparel,Men,Grey
14065,Apparel,Men,White
59298,Apparel,Men,Green
52670,Accessories,Men,Silver
21382,Apparel,Men,White
36335,Accessories,Men,White
57302,Footwear,Women,Black
14859,Accessories,Women,Black
33647,Footwear,Men,Black
41267,Accessories,Men,Black
11517,Footwear,Women,White
25722,Accessories,Men,Brown
55455,Personal Care,Women,Lavender
12392,Accessories,Men,Navy Blue
31110,Apparel,Boys,Grey
2617,Apparel,Men,Red
43530,Apparel,Women,Orange
13240,Apparel,Men,White
54587,Apparel,Women,White
27075,Footwear,Women,Black
46042,Accessories,Women,Gold
7365,Footwear,Men,Black
49836,Footwear,Women,Gold
16732,Footwear,Men,Brown
34462,Accessories,Unisex,Black
47190,Footwear,Men,Brown
27849,Apparel,Women,Red
52214,Accessories,Women,Silver
4184,Footwear,Men,Brown
36751,Apparel,Girls,White
44371,Apparel,Men,Purple
37683,Accessories,Unisex,Black
14401,Footwear,Women,Blue
39719,Apparel,Women,Beige
41603,Apparel,Men,Black
11173,Apparel,Men,Red
25346,Apparel,Men,Black
24294,Accessories,Men,Navy Blue
57766,Personal Care,Women,Cream
2273,Apparel,Men,Red
43154,Accessories,Women,Purple
13624,Apparel,Men,Red
27411,Apparel,Women,Maroon
55031,Personal Care,Women,Purple
42086,Footwear,Men,White
31574,Apparel,Men,Beige
8749,Apparel,Men,Purple
50543,Apparel,Men,White
17284,Apparel,Men,Blue
28459,Apparel,Women,Purple
43968,Personal Care,Men,Red
34006,Apparel,Girls,Purple
46426,Accessories,Men,White
7701,Apparel,Women,Pink
22163,Footwear,Men,Navy Blue
13416,Apparel,Men,Pink
27623,Apparel,Men,Beige
30694,Footwear,Women,Black
2041,Apparel,Men,Grey
43366,Footwear,Women,Navy Blue
16958,Accessories,Men,Blue
3193,Apparel,Men,Beige
55203,Personal Care,Women,Pink
34234,Apparel,Men,Navy Blue
23283,Accessories,Men,White
22351,Apparel,Men,Green
16164,Footwear,Men,Brown
46614,Footwear,Women,Black
7533,Apparel,Men,Black
19910,Accessories,Unisex,Blue
36563,Apparel,Men,Blue
25948,Accessories,Women,Green
45091,Apparel,Women,Lavender
52026,Apparel,Unisex,Grey
20406,Accessories,Women,Green
14633,Apparel,Women,Green
44143,Personal Care,Men,Black
5264,Accessories,Unisex,Black
56486,Personal Care,Women,Red
11341,Apparel,Men,Blue
25174,Accessories,Women,Brown
10293,Footwear,Men,Brown
57554,Personal Care,Women,Brown
8586,Apparel,Men,Red
42249,Apparel,Women,Blue
12539,Apparel,Women,Black
18003,Apparel,Men,Blue
9454,Apparel,Men,White
17877,Apparel,Men,Beige
30669,Accessories,Men,Steel
3952,Apparel,Women,Purple
16199,Apparel,Men,Blue
29744,Accessories,Men,Black
28696,Apparel,Women,Rust
2880,Footwear,Women,Grey
53109,Accessories,Women,Silver
5299,Accessories,Unisex,Red
24867,Accessories,Men,Black
59433,Accessories,Women,Red
53935,Accessories,Women,Brown
38404,Accessories,Women,Purple
44982,Accessories,Women,White
25189,Accessories,Women,Beige
45850,Apparel,Women,Blue
59601,Apparel,Women,Brown
4179,Footwear,Men,Black
5897,Footwear,Women,White
24269,Apparel,Men,Grey
38636,Apparel,Men,Blue
56649,Apparel,Women,Cream
4945,Apparel,Men,White
35915,Accessories,Women,Blue
31589,Apparel,Men,Black
49493,Footwear,Men,Green
23870,Apparel,Men,Black
48541,Accessories,Men,Brown
9666,Apparel,Men,Blue
18231,Apparel,Men,Navy Blue
35129,Accessories,Women,Red
42847,Accessories,Women,Black
29576,Footwear,Men,White
17279,Apparel,Men,Navy Blue
47509,Apparel,Men,Brown
59265,Accessories,Women,White
1853,Apparel,Men,Yellow
14098,Apparel,Men,Blue
15976,Apparel,Men,Purple
32768,Apparel,Men,Grey
39380,Apparel,Men,White
10438,Apparel,Men,Blue
48125,Accessories,Women,Multi
9202,Footwear,Men,Red
27088,Apparel,Women,Black
18655,Footwear,Men,Black
19787,Apparel,Men,White
46883,Footwear,Boys,Black
3738,Apparel,Men,White
30803,Apparel,Men,Blue
7398,Footwear,Men,Brown
26966,Apparel,Women,Purple
51008,Apparel,Women,Purple
29112,Accessories,Women,White
18467,Personal Care,Men,White
6844,Accessories,Unisex,Brown
9030,Footwear,Men,Brown
7996,Apparel,Men,Purple
26368,Apparel,Women,Red
29320,Apparel,Men,Green
12961,Footwear,Men,Brown
45408,Footwear,Women,Beige
15378,Footwear,Men,Grey
58185,Accessories,Women,Purple
40946,Apparel,Girls,Navy Blue
21971,Accessories,Women,Green
33488,Apparel,Men,Purple
52679,Accessories,Women,Bronze
59291,Accessories,Men,Grey
20259,Apparel,Men,White
39374,Accessories,Women,Green
15982,Apparel,Men,Grey
14850,Accessories,Men,Black
28808,Apparel,Men,Black
43539,Apparel,Women,White
13249,Apparel,Men,Brown
19773,Apparel,Women,Grey
46877,Accessories,Men,Beige
31119,Apparel,Girls,Purple
8324,Apparel,Boys,White
28034,Apparel,Men,Charcoal
47199,Footwear,Men,Brown
27840,Accessories,Men,Red
26992,Apparel,Women,Blue
31925,Accessories,Women,Red
18493,Footwear,Men,Multi
8116,Accessories,Men,Navy Blue
7962,Apparel,Men,Black
19541,Accessories,Men,Black
13847,Apparel,Women,White
16509,Apparel,Men,Blue
12995,Footwear,Boys,Brown
46279,Apparel,Women,Blue
58171,Accessories,Women,Grey
5609,Footwear,Men,Navy Blue
21985,Accessories,Women,Brown
39146,Apparel,Women,Purple
57139,Apparel,Women,Black
16951,Accessories,Men,Black
49655,Apparel,Women,Pink
19125,Footwear,Women,Blue
48787,Accessories,Women,Silver
17883,Apparel,Men,Navy Blue
2048,Apparel,Men,Black
22358,Apparel,Men,Beige
28662,Footwear,Men,Black
50778,Footwear,Men,Navy Blue
2874,Footwear,Women,Black
33824,Footwear,Women,Grey
58515,Apparel,Women,White
25941,Accessories,Women,Yellow
45098,Apparel,Women,Pink
33018,Apparel,Women,Green
44976,Accessories,Men,Black
11348,Apparel,Men,Navy Blue
41438,Footwear,Men,White
52813,Accessories,Men,Brown
39522,Accessories,Unisex,Black
44378,Personal Care,Men,Black
58727,Apparel,Women,Purple
14408,Footwear,Women,Beige
11946,Footwear,Men,Brown
36758,Accessories,Women,Grey
5863,Apparel,Men,Purple
39710,Accessories,Unisex,Blue
19317,Accessories,Unisex,Black
55038,Personal Care,Women,Brown
8740,Apparel,Men,Navy Blue
23884,Footwear,Men,White
9692,Apparel,Men,Navy Blue
27418,Apparel,Women,Red
34833,Footwear,Women,Green
7708,Apparel,Women,Blue
55804,Apparel,Women,Multi
51498,Apparel,Women,Blue
29582,Footwear,Women,Black
28450,Apparel,Women,Grey
4710,Accessories,Unisex,Black
15347,Apparel,Men,Black
52480,Apparel,Women,Blue
59068,Apparel,Women,Blue
21172,Apparel,Women,Blue
40979,Apparel,Boys,Yellow
38863,Apparel,Women,Blue
14295,Apparel,Men,Black
56020,Personal Care,Women,Purple
32565,Apparel,Women,Blue
40145,Apparel,Girls,Pink
58986,Personal Care,Women,Magenta
24400,Apparel,Women,Black
10635,Footwear,Men,Black
18458,Personal Care,Men,White
27285,Apparel,Women,Brown
48328,Accessories,Women,Pink
42612,Accessories,Women,Gold
3535,Apparel,Men,Navy Blue
26357,Apparel,Women,Pink
12162,Apparel,Women,Green
47360,Accessories,Women,Green
9833,Apparel,Women,Green
17410,Footwear,Men,White
23625,Apparel,Girls,Pink
51205,Apparel,Women,Skin
7195,Apparel,Women,White
30000,Accessories,Women,Silver
13282,Apparel,Women,Black
54545,Accessories,Women,Orange
55497,Personal Care,Women,Pink
12350,Apparel,Men,Pink
29911,Accessories,Men,Black
3707,Apparel,Men,Purple
6275,Apparel,Women,Pink
26959,Apparel,Women,Pink
46080,Footwear,Men,Blue
51037,Apparel,Women,White
21340,Accessories,Men,Copper
4522,Footwear,Men,Grey
45605,Footwear,Men,Black
37225,Accessories,Men,Olive
53760,Apparel,Men,Navy Blue
15949,Accessories,Men,Black
32757,Footwear,Men,Multi
56212,Accessories,Women,Gold
24632,Footwear,Unisex,Red
10407,Apparel,Men,Grey
33685,Footwear,Men,Black
12734,Accessories,Women,Black
42044,Footwear,Men,Grey
3363,Apparel,Women,Black
9659,Apparel,Men,Blue
30464,Apparel,Women,White
43196,Accessories,Women,White
54121,Footwear,Women,Black
35116,Accessories,Women,Black
42878,Accessories,Women,Maroon
16394,Apparel,Men,Blue
51453,Apparel,Women,Multi
50581,Apparel,Men,Grey Melange
17246,Apparel,Men,Navy Blue
23073,Apparel,Men,Grey
6611,Apparel,Men,Navy Blue
47536,Footwear,Women,Black
5094,Apparel,Men,Brown
15511,Footwear,Women,Pink
21724,Footwear,Women,Brown
36793,Accessories,Men,Off White
4146,Footwear,Women,White
45261,Accessories,Men,Red
24256,Footwear,Men,Green
10063,Apparel,Men,Yellow
38609,Apparel,Men,Blue
32333,Accessories,Men,Black
56676,Accessories,Men,White
25384,Apparel,Men,Blue
53136,Footwear,Women,Black
44181,Personal Care,Women,White
24858,Apparel,Men,White
37473,Accessories,Men,Black
4374,Apparel,Men,Black
15723,Footwear,Women,White
40521,Accessories,Men,Cream
57596,Personal Care,Women,Rose
56444,Personal Care,Women,Red
11383,Apparel,Women,Black
42276,Footwear,Men,Navy Blue
3151,Footwear,Men,Blue
31784,Apparel,Women,Red
26733,Personal Care,Men,Gold
12506,Footwear,Men,Brown
17848,Apparel,Women,White
22393,Apparel,Women,Grey
51661,Accessories,Men,Black
35324,Accessories,Women,Silver
18800,Accessories,Unisex,Navy Blue
6423,Footwear,Men,Black
17074,Accessories,Women,Brown
23241,Apparel,Women,Blue
19328,Apparel,Men,Maroon
55007,Personal Care,Women,Pink
22969,Accessories,Unisex,Black
3397,Accessories,Women,Green
2245,Apparel,Women,White
43162,Accessories,Women,Silver
27427,Apparel,Women,Purple
46410,Apparel,Men,Purple
7737,Accessories,Unisex,Black
16360,Apparel,Men,Purple
50575,Apparel,Men,Grey Melange
34030,Apparel,Boys,Blue
20602,Accessories,Women,Red
58718,Apparel,Women,Green
14437,Footwear,Women,Silver
52222,Accessories,Women,Black
11979,Footwear,Men,Black
36767,Accessories,Men,Green
45295,Accessories,Women,Silver
57750,Personal Care,Women,Skin
10097,Footwear,Men,White
33215,Apparel,Women,Off White
11145,Apparel,Men,Purple
56682,Accessories,Men,White
25370,Apparel,Men,Black
14605,Accessories,Men,Blue
44175,Personal Care,Women,White
5252,Accessories,Unisex,Red
4380,Apparel,Men,Red
33027,Apparel,Women,Blue
44949,Personal Care,Men,Black
24090,Apparel,Men,Red
57562,Personal Care,Women,Pink
11377,Apparel,Men,Pink
25142,Accessories,Women,Red
41407,Apparel,Women,Blue
55235,Personal Care,Women,Peach
13420,Apparel,Men,Purple
43350,Footwear,Men,Black
22367,Apparel,Men,Red
51695,Accessories,Women,Purple
16152,Footwear,Men,Brown
46622,Footwear,Women,Multi
7505,Apparel,Men,White
19926,Accessories,Men,Black
34202,Apparel,Men,Black
17080,Accessories,Women,Blue
50747,Footwear,Men,Mushroom Brown
36131,Footwear,Men,Maroon
39945,Footwear,Men,Brown
52474,Apparel,Women,Blue
21186,Footwear,Men,Blue
20054,Accessories,Women,Black
44511,Footwear,Men,Black
11713,Apparel,Women,Green
25526,Apparel,Women,Red
32591,Apparel,Women,Pink
39179,Apparel,Women,Blue
20868,Footwear,Men,White
58972,Personal Care,Women,Red
33443,Accessories,Women,Brown
57106,Apparel,Women,White
13044,Footwear,Women,Black
27271,Apparel,Women,Red
43734,Accessories,Women,Gold
31314,Apparel,Women,Red
8129,Accessories,Men,Brown
12196,Apparel,Men,White
55651,Footwear,Women,Blue
13878,Apparel,Men,Red
47394,Accessories,Women,Olive
50323,Apparel,Women,Red
28239,Personal Care,Men,Green
22703,Footwear,Men,Grey
16536,Accessories,Women,Red
8915,Accessories,Unisex,Black
46246,Apparel,Women,Green
2621,Apparel,Men,Blue
43506,Apparel,Men,Blue
55463,Personal Care,Women,Maroon
31126,Apparel,Girls,White
34454,Footwear,Women,Brown
46074,Accessories,Men,Brown
7353,Apparel,Men,Grey
35586,Footwear,Men,Brown
16704,Apparel,Men,Navy Blue
36303,Apparel,Men,Black
44723,Footwear,Women,White
5404,Footwear,Men,White
20266,Footwear,Women,White
14053,Apparel,Men,Blue
53794,Apparel,Men,Red
41251,Accessories,Men,Black
11521,Apparel,Men,Blue
25714,Accessories,Unisex,Black
57334,Apparel,Women,Grey
40383,Apparel,Women,Pink
38299,Accessories,Men,Brown
58720,Apparel,Men,White
11941,Footwear,Men,Tan
5864,Footwear,Unisex,Navy Blue
57768,Personal Care,Women,White
25348,Apparel,Men,Green
39717,Apparel,Women,Red
49460,Footwear,Unisex,Purple
42088,Footwear,Men,Brown
19310,Footwear,Men,White
34834,Footwear,Women,Navy Blue
9695,Apparel,Men,White
16358,Apparel,Men,White
46428,Accessories,Men,Black
55803,Apparel,Women,Purple
34008,Apparel,Girls,Pink
28457,Apparel,Women,Black
43966,Personal Care,Women,Red
19122,Footwear,Men,White
49652,Apparel,Women,Blue
16956,Accessories,Men,Brown
43368,Footwear,Men,Blue
13418,Apparel,Men,White
20408,Accessories,Women,Green
58512,Apparel,Women,Cream
33823,Footwear,Women,Grey
52028,Apparel,Unisex,Brown
25946,Accessories,Women,Brown
44971,Accessories,Men,Black
39525,Accessories,Unisex,Black
52814,Accessories,Men,Black
56488,Personal Care,Women,White
18494,Footwear,Men,White
7965,Apparel,Men,Green
19546,Apparel,Women,Black
49236,Accessories,Men,Cream
8111,Accessories,Men,Blue
28201,Accessories,Men,Gold
13840,Accessories,Unisex,Black
12992,Footwear,Unisex,Silver
41867,Footwear,Men,Red
44529,Footwear,Men,Black
58176,Accessories,Women,Green
39141,Apparel,Women,Magenta
59898,Apparel,Women,Black
21982,Accessories,Women,Gold
36935,Personal Care,Men,Blue
20850,Accessories,Women,Green
59296,Apparel,Men,White
11519,Footwear,Women,Brown
15985,Apparel,Men,Green
41269,Accessories,Men,Brown
14857,Accessories,Women,Olive
33649,Footwear,Men,Black
54589,Apparel,Women,Green
2619,Apparel,Men,White
8323,Apparel,Boys,White
46870,Accessories,Men,Purple
27847,Apparel,Women,Off White
28033,Apparel,Men,Black
49838,Footwear,Women,Black
31922,Accessories,Women,Black
26995,Apparel,Women,Blue
9037,Footwear,Men,Black
18460,Personal Care,Women,White
13088,Apparel,Men,Red
6843,Accessories,Unisex,Black
17428,Accessories,Men,Black
47358,Accessories,Women,Olive
12966,Footwear,Men,Grey
39989,Footwear,Men,Blue
59050,Footwear,Women,Red
4728,Apparel,Boys,Navy Blue
20098,Apparel,Women,Pink
40941,Apparel,Girls,Pink
58182,Accessories,Women,Yellow
21976,Accessories,Women,Red
56018,Personal Care,Women,Pink
37813,Apparel,Men,Black
59262,Accessories,Women,Silver
1854,Apparel,Men,Purple
39387,Apparel,Men,Blue
15971,Apparel,Men,Green
47956,Accessories,Women,Pink
9205,Footwear,Men,Black
30038,Accessories,Men,White
48122,Accessories,Women,Brown
42418,Apparel,Girls,White
29929,Accessories,Men,Copper
46884,Footwear,Boys,Black
19780,Accessories,Women,Blue
12368,Apparel,Men,Blue
34498,Apparel,Women,Blue
30804,Apparel,Men,Rust
29115,Accessories,Men,White
10867,Apparel,Men,Navy Blue
37679,Accessories,Unisex,Blue
45259,Accessories,Men,Black
15529,Apparel,Men,Black
59606,Apparel,Women,Pink
38631,Apparel,Women,Pink
5890,Apparel,Men,Green
4942,Apparel,Men,Red
49494,Footwear,Men,Navy Blue
26539,Footwear,Men,White
35912,Accessories,Women,Pink
54119,Footwear,Women,Brown
18236,Apparel,Men,White
2289,Apparel,Women,Blue
9661,Apparel,Men,Blue
23877,Footwear,Men,White
29571,Footwear,Men,Navy Blue
42840,Accessories,Women,Black
22199,Footwear,Men,Black
54925,Apparel,Men,Cream
6629,Footwear,Men,White
43992,Personal Care,Women,Pink
8581,Apparel,Men,Black
9453,Apparel,Men,Blue
17870,Apparel,Men,Black
48774,Accessories,Women,Silver
18004,Apparel,Men,Blue
29743,Accessories,Women,Green
3955,Apparel,Women,Red
51659,Accessories,Men,Black
2887,Footwear,Women,Beige
28691,Apparel,Women,Black
23279,Accessories,Men,Blue
18838,Accessories,Men,Black
44985,Accessories,Women,Black
10269,Footwear,Women,Red
40519,Accessories,Men,Grey
38403,Accessories,Women,Brown
27044,Accessories,Women,Black
18699,Apparel,Men,Blue
13271,Footwear,Women,Gold
43501,Apparel,Men,Grey Melange
28830,Apparel,Women,Grey
2626,Footwear,Women,Red
31121,Apparel,Girls,Black
55464,Personal Care,Women,Maroon
26196,Personal Care,Men,Black
27878,Apparel,Women,Blue
6286,Apparel,Men,Purple
34453,Footwear,Women,Black
22536,Footwear,Men,Green
49807,Accessories,Men,Red
46073,Accessories,Men,Black
36304,Apparel,Men,Green
52641,Accessories,Women,Red
14054,Apparel,Men,Red
53793,Apparel,Men,Black
20261,Apparel,Men,White
5403,Footwear,Women,White
44724,Footwear,Women,Lavender
25713,Accessories,Unisex,Black
11526,Apparel,Women,Black
41256,Accessories,Men,Black
14868,Accessories,Men,Black
57333,Apparel,Women,Cream
41858,Footwear,Men,Brown
21181,Footwear,Men,Yellow
52473,Apparel,Women,White
39942,Footwear,Men,Navy Blue
36136,Footwear,Women,Green
5631,Footwear,Unisex,Yellow
44516,Footwear,Men,Black
58149,Accessories,Women,Pink
20053,Accessories,Women,Blue
32596,Apparel,Women,Peach
25521,Apparel,Men,White
11714,Apparel,Women,Blue
57101,Apparel,Women,Cream
33444,Accessories,Women,Brown
58975,Personal Care,Men,Blue
27276,Apparel,Women,Beige
6888,Apparel,Women,Cream
19579,Apparel,Women,Green
12191,Apparel,Men,Brown
55656,Footwear,Women,Brown
31313,Apparel,Women,Blue
50324,Apparel,Women,Peach
47393,Accessories,Women,Blue
7166,Apparel,Men,Red
46241,Apparel,Women,Cream
8912,Footwear,Men,White
22704,Footwear,Men,White
5255,Accessories,Unisex,Blue
37480,Accessories,Women,White
44172,Personal Care,Women,Grey
14602,Accessories,Men,Grey
52017,Apparel,Women,Black
25979,Personal Care,Women,Pink
4387,Apparel,Men,Grey
33020,Apparel,Women,Yellow
41400,Apparel,Women,Navy Blue
25145,Accessories,Women,Beige
11370,Apparel,Women,Green
55232,Personal Care,Women,Skin
16969,Footwear,Men,Black
43357,Footwear,Men,Black
9498,Apparel,Men,Pink
13427,Apparel,Men,Red
7502,Apparel,Women,Black
19921,Accessories,Unisex,Yellow
46625,Personal Care,Women,Pink
51692,Accessories,Men,Grey
16155,Footwear,Men,Brown
29788,Apparel,Men,White
22360,Apparel,Men,Blue
17087,Accessories,Women,Purple
50740,Footwear,Men,Black
34205,Apparel,Men,Grey Melange
31545,Apparel,Men,Purple
3390,Accessories,Women,Brown
8778,Apparel,Men,Black
55000,Personal Care,Women,Pink
27420,Apparel,Women,Grey
13615,Apparel,Men,Grey
43165,Accessories,Men,Navy Blue
30497,Apparel,Women,Pink
2242,Apparel,Men,Blue
16367,Apparel,Men,Blue
22152,Footwear,Men,Olive
7730,Footwear,Men,Black
46417,Accessories,Men,Black
34037,Apparel,Boys,Blue
28468,Apparel,Women,Lavender
43959,Footwear,Men,Grey
50572,Apparel,Men,Navy Blue
14430,Footwear,Women,Black
5067,Accessories,Men,Orange
45292,Accessories,Women,Silver
36760,Accessories,Men,White
52225,Accessories,Women,Silver
33212,Apparel,Women,Black
57757,Personal Care,Women,White
4989,Apparel,Women,Green
11142,Accessories,Women,Blue
56685,Apparel,Women,Black
39728,Apparel,Women,Pink
37474,Accessories,Men,White
44186,Personal Care,Men,Black
53131,Footwear,Women,Gold
21511,Accessories,Women,Pink
15724,Footwear,Men,Grey
4373,Apparel,Men,Black
10256,Apparel,Men,Green
57591,Personal Care,Women,Brown
40526,Accessories,Men,White
32106,Apparel,Men,Grey
56443,Personal Care,Women,Brown
11384,Apparel,Men,Red
12501,Apparel,Men,Green
26734,Personal Care,Women,Silver
31783,Apparel,Women,Purple
49699,Accessories,Men,Red
42271,Footwear,Unisex,White
30651,Apparel,Men,Black
35323,Accessories,Women,Silver
51666,Accessories,Men,Grey
22394,Apparel,Women,Black
23246,Footwear,Men,Black
17073,Accessories,Women,Brown
18807,Accessories,Men,Off White
6424,Footwear,Men,Navy Blue
3364,Apparel,Men,Blue
42043,Footwear,Men,Black
12733,Accessories,Women,Pink
54126,Footwear,Women,Bronze
18209,Accessories,Men,Navy Blue
48579,Accessories,Men,Steel
23848,Footwear,Men,White
43191,Accessories,Women,White
30463,Apparel,Women,Pink
16393,Apparel,Men,Black
51454,Apparel,Women,Multi
35111,Accessories,Men,Brown
47531,Footwear,Women,Gold
6616,Apparel,Men,Pink
50586,Apparel,Men,Black
17241,Apparel,Men,Pink
53303,Apparel,Men,Red
10858,Apparel,Men,White
37646,Accessories,Women,Black
5093,Apparel,Men,Black
45266,Accessories,Men,Black
36794,Accessories,Men,White
4141,Footwear,Men,White
21723,Footwear,Women,Beige
15516,Footwear,Men,Navy Blue
59639,Apparel,Women,Green
10064,Apparel,Men,Yellow
24251,Footwear,Men,Black
